attack,method,seed,round,acc
LF,Bulyan (non-DP),0,35,0.7771
LF,Bulyan (non-DP),0,40,0.7802
LF,Bulyan (non-DP),0,45,0.7786
LF,Bulyan (non-DP),0,50,0.7891
LF,Bulyan (non-DP),0,55,0.7915
LF,Bulyan (non-DP),0,60,0.7909
LF,Bulyan (non-DP),0,65,0.7902
LF,Bulyan (non-DP),0,70,0.7958
LF,Bulyan (non-DP),0,75,0.7953
LF,Bulyan (non-DP),0,80,0.7966
LF,Bulyan (non-DP),0,85,0.7983
LF,Bulyan (non-DP),0,90,0.8
LF,Bulyan (non-DP),0,95,0.8007
LF,Bulyan (non-DP),0,100,0.8033
LF,Bulyan (non-DP),0,105,0.8031
LF,Bulyan (non-DP),0,110,0.8049
LF,Bulyan (non-DP),0,115,0.8062
LF,Bulyan (non-DP),0,120,0.8068
LF,Bulyan (non-DP),0,125,0.8063
LF,Bulyan (non-DP),0,130,0.8083
LF,Bulyan (non-DP),0,135,0.8096
LF,Bulyan (non-DP),0,140,0.8098
LF,Bulyan (non-DP),0,145,0.8117
LF,Bulyan (non-DP),0,150,0.8125
LF,Bulyan (non-DP),0,155,0.8124
LF,Bulyan (non-DP),0,160,0.8122
LF,Bulyan (non-DP),0,165,0.8126
LF,Bulyan (non-DP),0,170,0.8154
LF,Bulyan (non-DP),0,175,0.8149
LF,Bulyan (non-DP),0,180,0.8165
LF,Bulyan (non-DP),1,0,0.1713
LF,Bulyan (non-DP),1,5,0.6145
LF,Bulyan (non-DP),1,10,0.6989
LF,Bulyan (non-DP),1,15,0.7199
LF,Bulyan (non-DP),1,20,0.7315
LF,Bulyan (non-DP),1,25,0.7482
LF,Bulyan (non-DP),1,30,0.7474
LF,Bulyan (non-DP),1,35,0.758
LF,Bulyan (non-DP),1,40,0.7601
LF,Bulyan (non-DP),1,45,0.7651
LF,Bulyan (non-DP),1,50,0.7683
LF,Bulyan (non-DP),1,55,0.7709
LF,Bulyan (non-DP),1,60,0.7742
LF,Bulyan (non-DP),1,65,0.7785
LF,Bulyan (non-DP),1,70,0.7765
LF,Bulyan (non-DP),1,75,0.7833
LF,Bulyan (non-DP),1,80,0.784
LF,Bulyan (non-DP),1,85,0.786
LF,Bulyan (non-DP),1,90,0.7876
LF,Bulyan (non-DP),1,95,0.7909
LF,Bulyan (non-DP),1,100,0.7898
LF,Bulyan (non-DP),1,105,0.7932
LF,Bulyan (non-DP),1,110,0.7933
LF,Bulyan (non-DP),1,115,0.7944
LF,Bulyan (non-DP),1,120,0.796
LF,Bulyan (non-DP),1,125,0.7977
LF,Bulyan (non-DP),1,130,0.798
LF,Bulyan (non-DP),1,135,0.8007
LF,Bulyan (non-DP),1,140,0.8009
LF,Bulyan (non-DP),1,145,0.8022
LF,Bulyan (non-DP),1,150,0.8017
LF,Bulyan (non-DP),1,155,0.8036
LF,Bulyan (non-DP),1,160,0.8045
LF,Bulyan (non-DP),1,165,0.8059
LF,Bulyan (non-DP),1,170,0.8069
LF,Bulyan (non-DP),1,175,0.8074
LF,Bulyan (non-DP),1,180,0.8068
LF,Bulyan (non-DP),2,0,0.1001
LF,Bulyan (non-DP),2,5,0.6161
LF,Bulyan (non-DP),2,10,0.7025
LF,Bulyan (non-DP),2,15,0.7325
LF,Bulyan (non-DP),2,20,0.7485
LF,Bulyan (non-DP),2,25,0.754
LF,Bulyan (non-DP),2,30,0.758
LF,Bulyan (non-DP),2,35,0.7639
LF,Bulyan (non-DP),2,40,0.7717
LF,Bulyan (non-DP),2,45,0.7764
LF,Bulyan (non-DP),2,50,0.7736
LF,Bulyan (non-DP),2,55,0.7812
LF,Bulyan (non-DP),2,60,0.7806
LF,Bulyan (non-DP),2,65,0.7822
LF,Bulyan (non-DP),2,70,0.7871
